OrderID,ProductPrice,Quantity,CustomerAge,ProductReviews,ProductRating,DiscountPercentage,CustomerTenure,ProductCategory,DeliveryType,PaymentMethod,CustomerLocation,ReturnStatus,BrowsingTime
556,,2,15.57112069,16,4,24.18,0.9,Electronics,Standard,Debit Card,North,Yes,775.01
557,40.25,100,17.1867025,24,3.15,41.86,26.46,Books,Express,PayPal,North,No,275.93
558,41.35,3,43.68364727,25,2.85,15.9,25.18,Sports,Overnight,Credit Card,North,Yes,100.72
559,57.89,4,,20,1.74,16.94,67.9,Electronics,Express,Credit Card,Central,No,50.6
560,41.58,6,28.17242324,15,2.22,37.58,29.99,Clothing,Express,Debit Card,South,Yes,457.11
561,55.8,3,50.23441826,12,4.1,39.25,38.19,Electronics,Overnight,Debit Card,Central,Yes,406.67
562,91.51,2,37.81189073,20,2.81,11.48,56.39,Electronics,Standard,UPI,Central,Yes,269.57
563,67.42,3,35.7868608,14,4.53,48.64,26.98,Electronics,Express,PayPal,East,Yes,335.61
564,43.48,1,46.69742961,16,1.59,4.22,8.22,Sports,Express,Credit Card,West,No,212.99
565,74.02,2,29.37336508,16,3.03,3.43,48.92,Clothing,Standard,Credit Card,Central,Yes,65.99
566,41.84,1,58.52778478,22,3.59,29.78,33.04,Books,Standard,Debit Card,East,Yes,290.04
567,9.24,3,23.17928565,24,3.07,36.14,13.26,Electronics,Overnight,Debit Card,South,Yes,283.77
568,29.84,4,44.853936,14,4.56,48.04,29.75,Sports,Overnight,PayPal,East,No,376.11
569,,2,56.50749258,26,4.96,20.25,48.54,Sports,Standard,Credit Card,Central,Yes,182.62
570,42.97,2,14.34056766,14,1.46,1.26,89.17,Books,Express,PayPal,South,Yes,197.72
571,50.37,3,29.84997236,22,1.52,30.14,73.05,Home,Standard,Credit Card,East,Yes,145.51
572,83.53,2,52.13311089,19,1.52,14.48,9.44,Clothing,Overnight,Debit Card,Central,Yes,272.52
573,56.54,2,52.35866822,17,3.72,21.65,13.14,Clothing,Express,PayPal,South,Yes,33.94
574,45.62,3,,14,2.49,24.42,2.78,Electronics,Express,UPI,South,No,101
575,66.59,1,23.97993359,14,3.93,3.23,6.83,Home,Overnight,Debit Card,West,Yes,196.11
576,5.78,6,49.33903733,18,2.62,24.3,51.38,Clothing,Express,UPI,Central,No,273.71
577,54.71,,,18,3.51,21.32,10.74,Electronics,Standard,UPI,West,No,598.38
578,,2,17.53004977,15,4.08,35.63,23.26,Home,Overnight,UPI,South,Yes,156.72
579,20.43,2,16.94129527,15,3.19,32.28,26.32,Sports,Express,Credit Card,South,Yes,282.52
580,72.88,4,38.37885023,14,3.16,9.26,36.54,Electronics,Overnight,UPI,East,No,197.87
581,56.77,1,44.4404095,17,1.35,10.31,4.84,Home,Express,Credit Card,West,Yes,83.09
582,41.69,2,30.51396372,13,2.64,12.55,8.73,Books,Standard,PayPal,North,Yes,246.86
583,62.66,4,45.1894073,30,3.18,8.95,14.28,Clothing,Overnight,Debit Card,Central,No,207.66
584,95.41,,24.3479509,22,2.85,32.86,10.89,Electronics,Express,Credit Card,West,Yes,121.52
585,53.64,3,3.279596014,12,4.6,49.72,97.66,Sports,Standard,Credit Card,South,No,157.56
586,54.96,3,28.64148392,26,4.63,32.61,43.23,Electronics,Standard,PayPal,East,No,161.38
587,40.81,6,,24,4.29,30.33,15.68,Clothing,Standard,PayPal,Central,Yes,154.36
588,33,3,30.8624006,25,2.5,20.5,50.74,Clothing,Express,Debit Card,Central,Yes,434.18
589,66.61,3,120,17,3.87,15.63,10.25,Home,Express,PayPal,East,No,172.5
590,32.88,1,7.765265362,29,2.58,45.55,36.98,Sports,Standard,Credit Card,South,No,72.43
591,51.43,2,27.28866793,17,1.93,48.45,6.08,Home,Standard,Debit Card,North,Yes,61.39
592,40.45,4,48.46483657,25,2.37,24.84,35.52,Sports,Standard,Debit Card,East,No,164.64
593,59.58,3,53.84296159,18,1.28,14.51,14.63,Electronics,Standard,Debit Card,North,No,204.7
594,56.67,3,52.81570076,13,2.33,38.51,2.73,Electronics,Standard,UPI,West,Yes,145.24
595,70.75,2,22.76135697,20,2.84,6.62,7.66,Home,Express,UPI,Central,Yes,160.18
596,39.8,3,17.69440515,28,4.82,38.28,12.35,Books,Overnight,Credit Card,South,No,166.32
597,44.6,1,42.44951922,24,2.25,40.95,33.2,Clothing,Overnight,UPI,North,Yes,40.43
598,30.42,2,44.52650017,,4.61,6.25,1.82,Home,Overnight,PayPal,South,No,94.17
599,41.11,2,41.00254408,24,1.92,48.84,25.86,Home,Express,Debit Card,West,No,90.73
600,57.55,3,4.789050886,,1.76,49.28,30.21,Electronics,Overnight,Credit Card,North,Yes,144.04
601,65.14,5,21.99673123,21,3.08,46.84,25.47,Clothing,Overnight,PayPal,South,No,101.38
602,31.56,3,34.55466815,21,3.69,24.8,34.32,Home,Overnight,Debit Card,South,No,54.17
603,67.39,6,42.30827292,,1.18,12.3,4.71,Electronics,Overnight,PayPal,West,No,243.15
604,77.11,2,46.50961044,33,1.88,29.1,21.23,Electronics,Standard,UPI,East,Yes,156.41
605,,5,37.16380283,30,2.82,21,67.98,Home,Express,PayPal,West,Yes,83.98
606,87.54,6,39.9617571,22,2.32,10.3,22.65,Home,Overnight,UPI,North,No,74.46
607,34.52,6,36.27298188,,3.85,21.18,22.68,Electronics,Standard,PayPal,North,No,88.45
608,25.11,3,45.28429061,23,3.04,33.19,32,Home,Overnight,Credit Card,Central,No,32.28
609,14.43,4,39.69298477,21,1.64,3.55,9.73,Clothing,Overnight,UPI,South,Yes,274.85
610,79.92,3,35.9860649,28,4.58,16.67,28.93,Electronics,Overnight,UPI,North,No,303.37
611,63.09,2,30.97446801,23,2.17,0.89,59.51,Electronics,Overnight,Debit Card,East,Yes,174.48
612,48.89,5,,22,3.92,37.47,0.26,Home,Overnight,UPI,East,No,218.37
613,55.6,4,200,17,4.12,32.03,48.99,Home,Standard,Debit Card,West,No,81.59
614,27.49,2,39.01213083,18,4.85,3.13,5.92,Home,Overnight,UPI,North,Yes,290.38
615,98.92,0,40.71239628,27,2.99,48.24,14.61,Clothing,Standard,UPI,North,Yes,47.22
616,52.58,0,55.14082792,26,3.46,1.13,45.91,Electronics,Overnight,UPI,Central,Yes,97.12
617,52.19,5,38.97745884,18,2.34,29.5,41.68,Books,Express,UPI,Central,No,201.43
618,64.52,6,25.26502219,15,3.71,38.82,53.4,Clothing,Standard,Debit Card,Central,No,252.32
619,59.62,1,48.25410179,23,2.85,39.39,67.69,Clothing,Overnight,Credit Card,North,Yes,107.94
620,54.48,2,14.50702493,16,2.75,1.71,14.22,Electronics,Standard,PayPal,West,Yes,190.28
621,34.19,5,18.77879929,21,4.42,45.32,25.64,Books,Overnight,UPI,West,No,90.27
622,59.43,4,40.03770897,13,1.2,45.92,11.88,clothing,Overnight,UPI,West,No,140.65
623,87.64,3,,18,4.53,28.07,10.37,Clothing,Standard,Credit Card,West,Yes,165.43
624,76.91,2,16.32423165,17,4.41,24.1,13.56,Home,Overnight,Debit Card,East,No,113.89
625,81.86,0,29.25773779,12,3.03,2.24,32.62,Electronics,Overnight,PayPal,North,Yes,240.53
626,39.78,,25.90874252,12,2.96,28.1,16.7,Electronics,Overnight,Credit Card,South,No,110.45
627,30.21,5,27.69985516,16,2.45,20.47,40.38,Home,Overnight,Credit Card,North,Yes,192.02
628,47.48,2,49.15396664,16,4.98,38.64,32.82,Books,Overnight,Credit Card,West,No,125.58
629,51.11,3,45.59758195,23,1.44,20.19,0.5,Books,Overnight,Credit Card,East,No,297.07
630,71.88,7,34.7131673,24,3.36,34.18,23.88,Electronics,Standard,UPI,East,No,153.1
631,808.91,5,26.81057109,18,3.73,5.07,13.77,Home,Express,PayPal,North,Yes,109.18
632,80.59,3,14.75525495,,4.74,6.65,14.64,Electronics,Overnight,UPI,South,Yes,226.79
633,46.84,1,56.30277408,28,4.12,6.99,40.94,Home,Standard,Credit Card,West,Yes,58.92
634,41.46,3,43.8817085,28,3.58,2.28,19.04,Clothing,Express,PayPal,East,No,116.08
635,29.76,4,24.39996344,13,1.47,27.07,52.04,Home,Standard,Credit Card,West,No,229.9
636,16.9,1,45.79399246,19,2.49,39.7,29.94,Electronics,Express,Debit Card,West,Yes,150.08
637,66.46,3,33.94664569,20,1.56,30.52,19.32,Sports,Express,Credit Card,West,No,157.13
638,724.8,3,30.69335743,31,4.52,28.75,33.71,Books,Express,Credit Card,Central,Yes,102.17
639,24.2,4,41.52817292,26,4,34.03,0.94,Electronics,Standard,Debit Card,West,No,177.8
640,24.1,1,23.87752625,20,4.03,16.98,0.66,Home,Express,UPI,West,No,57.9
641,43.28,2,29.84365221,19,3.61,18.1,2.09,Home,Overnight,PayPal,South,No,91.73
642,83.38,3,36.82191596,25,3.03,15.71,13.81,Books,Overnight,Credit Card,South,Yes,75.27
643,44.81,2,27.50823211,11,1.6,35.61,6.44,Electronics,Express,Credit Card,Central,Yes,297.23
644,19.94,1,45.03627815,24,2.32,8.08,99.64,Sports,Express,Debit Card,Central,Yes,183.47
645,871.21,1,63.03599756,,1.55,0.65,18.76,Clothing,Overnight,PayPal,West,No,206.01
646,44.55,3,23.68552801,26,3.9,29.81,26.06,Sports,Standard,Debit Card,East,No,142.86
647,5,0,10.02312056,18,1.64,47.12,7.84,Clothing,Standard,Credit Card,East,No,376.6
648,48.91,3,4.973897488,15,3.81,30.47,9.32,Clothing,Overnight,UPI,North,No,390.14
649,45.38,,32.74297788,19,3.77,39.15,9.81,Electronics,Standard,UPI,East,Yes,39.52
650,63.92,1,25.05253115,20,2.84,33.64,28.79,Clothing,Standard,PayPal,East,Yes,119.38
651,86.98,7,38.11790752,21,1.54,24.87,15.41,Home,Express,Credit Card,South,No,225.63
652,72.53,3,36.98896508,17,2.26,35.92,17.5,Clothing,Standard,Debit Card,North,Yes,136.25
653,44.62,2,10.9517473,16,2.28,41.21,21.52,Clothing,Overnight,Credit Card,North,No,45.83
654,27.87,4,7.776742558,20,3.8,11.24,35.15,Books,Standard,Debit Card,South,No,74.18
655,101.47,4,39.43899861,22,1.45,16.81,2.27,Books,Express,Debit Card,East,Yes,46.6
656,51.18,0,37.03143252,23,4.32,11.19,36,Electronics,Overnight,PayPal,East,Yes,27.76
657,50.28,3,28.61273002,20,4.04,22.61,19.88,Electronics,Overnight,Debit Card,North,Yes,207.84
658,49.52,3,10.14284622,19,1.75,44.25,26.54,Home,Overnight,PayPal,East,No,79.73
659,53.96,7,42.07086894,24,3.88,17.26,9.52,Books,Express,UPI,North,No,190.39
660,47.11,3,54.07849318,20,3.67,18.72,12.64,Sports,Overnight,PayPal,East,No,199.71
661,38.53,2,39.1697366,18,3.99,43.02,6.31,Electronics,Express,PayPal,West,Yes,110.25
662,39.06,4,,14,1.76,25.77,93.06,Electronics,Express,PayPal,South,Yes,131.18
663,49.34,2,,20,1.63,26.77,16.49,Books,Standard,UPI,Central,Yes,178.67
664,39.13,2,14.50828879,19,1.95,43.04,132.98,Books,Overnight,PayPal,West,Yes,119.75
665,35.74,3,50.86941071,24,2.46,24.53,16.15,Home,Standard,Debit Card,East,Yes,123.27
666,52.13,0,36.22766502,21,4.17,34.08,5.96,Books,Standard,Debit Card,Central,Yes,351.12
667,44.9,0,8.477646324,25,3.95,4.28,17,Clothing,Express,PayPal,West,Yes,126.4
668,80.08,3,30.48988459,20,4.7,8.93,0.97,Sports,Standard,Debit Card,South,No,99.05
669,5,4,41.94952265,15,1.23,20.22,56.43,Clothing,Standard,PayPal,Central,Yes,209.87
670,71.83,6,30.00428569,13,1.05,24.74,40.96,Clothing,Standard,UPI,Central,Yes,312.24
671,74.92,4,30.86156418,24,3.8,48.29,31.06,Clothing,Overnight,Debit Card,South,No,167.83
672,8.53,2,16.63396689,20,2.12,48.53,22.59,Electronics,Standard,PayPal,West,No,68.27
673,43.15,2,43.49811481,18,2.34,42.56,20.81,Clothing,Express,Credit Card,Central,Yes,23.3
674,42.57,8,25.272962,22,3.19,15.78,137.34,Electronics,Overnight,UPI,South,No,857.75
675,21.85,100,2.653319345,20,1.41,48.2,7.82,Books,Express,Credit Card,West,Yes,434.48
676,34.44,3,29.43113944,16,3.57,34.47,36.3,Sports,Overnight,PayPal,East,Yes,427.64
677,27.79,,49.71724573,24,2.3,19.65,20.9,Sports,Overnight,Debit Card,North,Yes,256.15
678,,2,29.1960583,26,3.53,35.08,89.39,Clothing,Overnight,PayPal,East,No,125.98
679,68.71,1,61.06977478,18,4.34,0.83,42.22,Sports,Express,Debit Card,East,No,347.35
680,,3,41.43451923,19,1.68,7.31,156.46,Electronics,Standard,PayPal,North,Yes,126.81
681,451.56,4,40.08137243,18,4.72,41.48,21.3,Books,Overnight,PayPal,East,No,220.53
682,27.42,0,33.07402601,22,3.12,32.28,5.49,Clothing,Express,Debit Card,East,Yes,204.51
683,39.51,2,33.97570688,26,4.69,18.21,16.81,Home,Overnight,Debit Card,South,Yes,122.19
684,59.79,5,31.04864547,15,1.83,25.03,29.8,Sports,Standard,PayPal,South,No,451.38
685,25.56,5,30.46595912,21,3.42,45.26,35.73,Sports,Overnight,Credit Card,West,No,239.82
686,64.26,3,42.96300743,17,2.62,31.58,0.01,Clothing,Express,UPI,Central,No,77.53
687,45.19,1,20.96253155,23,4.1,19.91,16.88,Sports,Overnight,Credit Card,West,Yes,122.57
688,42.5,3,18.86159257,20,3.42,6.02,6.44,Sports,Express,Credit Card,South,No,361.39
689,530.01,2,18.15207424,24,2.98,14.69,49.89,Home,Standard,Credit Card,South,No,156.35
690,58.89,5,65.68481822,24,4.65,48.92,3.98,Electronics,Standard,Credit Card,North,No,289.75
691,,1,42.95514353,,2.51,21.87,26.35,Clothing,Overnight,Debit Card,North,Yes,41.62
692,73.19,3,,,1.88,23.59,7.42,Clothing,Standard,Credit Card,South,Yes,127.53
693,28.38,3,19.13727995,16,3.43,24.93,10.58,Home,Express,UPI,East,Yes,253.04
694,62.32,4,,18,3.5,44.21,67.75,Home,Overnight,Debit Card,West,Yes,95.49
695,61.86,2,33.2514298,20,2.76,30.2,6.6,Electronics,Express,Credit Card,South,Yes,375.98
696,,2,38.21253412,22,2.95,34.68,2.4,Books,Overnight,Debit Card,South,No,172.05
697,56.52,1,20.35069526,18,4.84,19.47,1.72,Clothing,Express,Credit Card,North,No,329.13
698,24.98,0,37.40403286,14,3.93,1.45,16.86,Sports,Overnight,Credit Card,West,Yes,252.73
699,,,28.64249693,14,1.44,46.55,24.63,Electronics,Express,UPI,West,No,99.85
700,46.3,2,,22,1.85,47.46,9.51,Clothing,Express,Debit Card,Central,Yes,79.58
701,39.55,1,,20,4.9,47.46,28.13,Electronics,Overnight,Debit Card,South,Yes,89.72
702,70.98,5,11.93438287,15,3.91,47.18,1.51,Books,Express,PayPal,Central,Yes,143.25
703,35.91,7,43.47164396,15,4.66,40.76,46.73,Clothing,Standard,Credit Card,North,Yes,88.6
704,21.83,2,45.267292,19,2.22,34.23,40.7,Sports,Express,Credit Card,Central,Yes,729.36
705,18.87,2,21.80534487,20,3.97,42.23,101.6,Clothing,Overnight,UPI,East,Yes,85.97
706,62.12,2,22.69507308,23,3.86,30.03,66.16,Electronics,Standard,UPI,South,No,8.48
707,24.39,1,31.65461478,24,2.18,6.72,10.57,Books,Standard,Debit Card,South,No,40.07
708,85.1,2,39.23054316,18,3.2,19.56,12.23,Electronics,Express,UPI,West,No,31.09
709,8.36,2,32.70717512,30,3.51,48.56,32.89,Electronics,Express,Debit Card,Central,No,143.57
710,83.93,5,41.5034369,25,2.92,17.56,3.46,Home,Express,Credit Card,West,No,75.92
711,54.22,0,61.44469479,24,4.31,43.39,9.05,Electronics,Standard,Credit Card,Central,No,160.18
712,48.07,,27.38424846,15,4.33,4.66,3.03,Books,Standard,Debit Card,Central,Yes,41.67
713,39.1,2,9.272300439,14,4.4,16.71,14.56,Sports,Standard,UPI,North,Yes,230.84
714,57.98,5,47.38885375,16,4.21,17.55,19.27,Home,Overnight,UPI,Central,Yes,286.03
715,49.25,3,60.24971864,20,2.95,2.58,5.69,Electronics,Overnight,Debit Card,West,Yes,37.5
716,72.07,5,40.89152545,27,2.53,5.95,0.65,Clothing,Express,Credit Card,Central,No,171.86
717,,6,18.68376987,21,4.33,9.66,30.5,Home,Overnight,Debit Card,Central,Yes,42.62
718,53.01,3,33.14161455,17,2.96,41.89,0.48,Books,Overnight,UPI,South,No,735.06
719,42.73,5,18.22214774,19,1.99,3.17,87.05,Clothing,Express,Debit Card,South,No,216.48
720,606.45,2,44.64283241,21,3.03,14.94,6.01,Books,Express,Credit Card,South,No,81.01
721,56.16,0,14.73064396,20,1.57,0.51,26.17,Clothing,Standard,PayPal,East,No,243.99
722,15.8,6,30.4980682,28,3.77,34.78,13.69,Sports,Standard,Debit Card,South,No,152.55
723,23.04,5,19.93493261,15,2.34,31.02,1.48,Books,Express,PayPal,East,No,164.6
724,64.87,3,36.90237028,21,2.04,32.25,15.34,Clothing,Express,Debit Card,East,Yes,152.04
725,53.42,6,29.50487484,18,4.83,18.72,17.45,Books,Overnight,UPI,West,Yes,50.65
726,46.32,3,,27,4.11,10.41,46.29,Home,Overnight,UPI,South,Yes,121.77
727,50.37,1,35.33525832,21,4.15,36.02,31.63,Books,Overnight,PayPal,Central,Yes,150.62
728,56.95,0,20.20011458,33,3.49,40.56,1.98,Books,Express,Debit Card,North,Yes,63.86
729,39.2,2,44.40315595,15,4.36,6.93,5.63,Clothing,Express,UPI,Central,Yes,432.82
730,34.43,2,34.26851522,20,4.04,24.34,8.97,Books,Standard,PayPal,South,Yes,137.94
731,53.92,4,20.17206488,26,3.4,12.44,2.97,Sports,Overnight,PayPal,Central,No,261.2
732,30.43,5,68.61389834,26,4.84,8.41,14.65,Electronics,Standard,Debit Card,South,No,98.4
733,58.17,1,42.1464525,24,1.77,36.72,99.71,Home,Express,UPI,South,Yes,243.02
734,15.95,4,32.7010917,,4.77,26.9,17.35,Clothing,Overnight,PayPal,Central,Yes,193.97
735,70.58,3,56.2280679,19,2.61,10.81,32.5,Books,Standard,Credit Card,East,No,169.31
736,59.45,2,62.62723414,16,3.11,15.5,27.57,Books,Express,Credit Card,West,Yes,612.56
737,487.63,3,32.81975867,20,1.49,48.33,45.52,Books,Standard,UPI,West,No,394.52
738,69.65,2,40.2109623,19,3.16,42.43,5.83,Home,Overnight,UPI,West,Yes,61.03
739,83.31,3,20.17995773,20,3.44,44,33.64,Electronics,Standard,Credit Card,West,No,94.31
740,70.29,,32.79210874,23,4.99,23,51.16,Sports,Standard,PayPal,North,No,65.57
741,13.18,2,,21,4.9,31.19,4.52,Sports,Express,Debit Card,South,Yes,308.34
742,24.41,5,37.7724055,28,4.87,18.84,10.22,Clothing,Overnight,PayPal,North,Yes,128.48
743,37.5,1,,16,2.39,3.89,84.24,Electronics,Standard,UPI,West,No,408.08
744,50.52,0,43.39742673,20,4.97,20.05,36.43,Electronics,Express,UPI,West,Yes,70.61
745,60.35,4,38.56463984,25,2.82,29.7,7.97,Home,Overnight,Debit Card,Central,Yes,288.66
746,35.49,6,16.8388606,17,4.41,14.36,19.92,Books,Express,PayPal,West,No,351.66
747,53.74,4,20.92299341,20,1.87,42.4,12.43,Electronics,Overnight,Debit Card,South,No,151.42
748,34.89,3,26.80388571,,3.02,7.56,16.16,Books,Express,PayPal,West,Yes,77.6
749,,5,30.76639112,19,4.86,18.36,10.53,Home,Express,PayPal,West,Yes,33.87
750,21.87,2,50.76161436,23,4.79,6.25,7.86,Clothing,Express,Credit Card,North,No,177.11
751,31.54,2,17.5559152,13,3.73,20.24,26.96,Clothing,Standard,PayPal,South,No,178.53
752,22.97,2,,19,4.19,1.98,36.18,Books,Standard,UPI,East,No,17.29
753,30.48,4,49.29514247,22,1.71,13.63,49.71,Books,Express,UPI,Central,Yes,193.38
754,71.07,3,30.50183788,16,3.89,20.04,4.05,Electronics,Overnight,UPI,East,No,52.66
755,31.01,,41.90623475,,3.47,23.91,41.54,Home,Express,Credit Card,North,Yes,267.92
756,102.65,2,32.90686936,19,1.37,27.18,7.06,Clothing,Standard,Debit Card,West,No,186.39
757,59.87,2,38.85174886,29,1.45,13.75,13.38,clothing,Overnight,UPI,Central,Yes,108.72
758,53.7,3,31.57291184,12,1.43,26.15,55.61,Sports,Standard,UPI,South,Yes,93.46
759,32.83,3,45.00598209,17,3.9,25.45,14.55,Electronics,Express,Debit Card,Central,No,29.73
760,64.01,4,11.82415389,16,1.57,15.81,5.27,Books,Standard,Credit Card,North,Yes,48
761,,1,29.55031987,20,2.87,41.51,4.18,Sports,Standard,PayPal,West,No,16.01
762,52.44,0,39.44859015,21,2.43,27.28,15.37,Electronics,Standard,Debit Card,North,Yes,213.39
763,101.2,1,43.00542872,19,3.2,16.61,34.52,Home,Express,PayPal,South,Yes,97.36
764,48.08,4,57.39428934,18,3.83,47.37,141.12,Clothing,Standard,PayPal,East,Yes,22.88
765,72.99,3,29.13463,17,3.74,42.26,37.16,Sports,Express,PayPal,West,No,136.45
766,35.94,4,57.19222643,18,3.06,49.13,50.3,Home,Express,Debit Card,West,No,48.67
767,49.3,1,25.1146426,20,2.86,34.61,33.06,Electronics,Standard,Debit Card,North,Yes,401.14
768,85.42,5,54.92969617,22,2.59,18.91,54.19,Books,Overnight,PayPal,North,No,77.95
769,37.46,3,47.2620069,19,4.45,14.04,1.9,Books,Standard,Credit Card,North,Yes,139.24
770,86.25,4,21.29812131,25,2.32,33.17,63.8,Home,Standard,Credit Card,West,No,97.11
771,64.16,4,39.60558856,23,2.04,49.04,12.12,Books,Standard,Credit Card,North,No,140.68
772,38.75,4,34.23146247,19,3.97,31.34,61.11,Clothing,Overnight,UPI,Central,Yes,153.85
773,62.65,1,,15,2.44,44.08,1.89,Home,Overnight,PayPal,Central,Yes,508.15
774,69.45,4,120,16,4.39,16.46,30.15,Home,Express,UPI,Central,Yes,159.94
775,62.44,3,30.39130662,16,2.31,20.35,31.94,Books,Overnight,Credit Card,West,No,662.24
776,18.6,2,55.53641874,24,3.81,45.31,138.72,Home,Overnight,Debit Card,North,Yes,168.97
777,35.46,5,33.51918658,21,1.18,37.84,35.15,Electronics,Standard,Credit Card,South,Yes,93.76
778,45.05,4,47.39633486,25,2.54,49.07,11.57,Sports,Express,UPI,North,No,321.12
779,48.51,3,31.61972772,,2.37,38.74,19.55,Sports,Express,UPI,West,No,304.43
780,62.41,4,59.99994889,20,4.27,22.43,10.96,Books,Overnight,Credit Card,Central,Yes,25.37
781,53.55,4,24.82498056,20,4.87,26.55,5.24,Clothing,Overnight,PayPal,West,Yes,138.37
782,23.29,3,25.78784703,21,2.84,45.03,6.86,Clothing,Standard,Debit Card,North,No,199.62
783,57.6,1,57.86775772,,4.3,27.58,6.03,Books,Overnight,Debit Card,West,No,295.4
784,62.21,2,28.32580414,14,3.8,12.77,19.1,Books,Overnight,Credit Card,South,No,436.87
785,61.2,0,59.01611459,23,4.87,21.78,56.79,Home,Express,PayPal,West,No,444.4
786,71.62,4,48.37760869,22,4.24,25.82,58.53,Clothing,Overnight,PayPal,East,Yes,105.08
787,66.68,1,32.6802544,14,1.31,4.84,1.35,Sports,Standard,Credit Card,West,Yes,71.71
788,59.18,5,7.80059792,15,3.85,37.19,2,Books,Express,Debit Card,North,No,79.69
789,48.6,1,34.71022544,18,3.14,5.47,6.75,Sports,Express,Debit Card,East,Yes,557.82
790,765.83,4,36.5244508,24,1.07,20.25,7.07,Sports,Overnight,Debit Card,Central,Yes,59.24
791,58.59,1,52.508266,23,2.01,40.23,2.39,Clothing,Standard,PayPal,North,Yes,228.69
792,54.15,6,58.82670764,25,4.69,23.38,11.8,Sports,Express,Credit Card,South,No,98.06
793,55.43,4,24.72519231,21,4.7,42.1,21.27,Home,Standard,PayPal,West,Yes,117.37
794,24.47,1,47.01772646,19,4.2,17.09,20.72,Home,Standard,Debit Card,West,No,161.22
795,28.38,3,46.48103234,19,4.93,47.88,18.82,Clothing,Overnight,PayPal,North,Yes,38.5
796,71.06,3,51.10119054,22,4.23,10.47,9.92,Home,Standard,Debit Card,West,No,220.63
797,49.21,4,42.48034868,13,1.04,1.91,29.42,Books,Express,Credit Card,West,No,198.79
798,63.63,2,5.862534636,12,2.15,43.62,42.04,Clothing,Overnight,Debit Card,Central,No,125.26
799,50.57,4,32.66866351,20,1.12,37.61,10.2,Sports,Express,UPI,West,Yes,112.25
800,50.6,3,17.66438638,14,1.38,11.6,2.15,Books,Standard,UPI,West,Yes,290
801,68.77,3,31.96091341,12,1.88,49.24,8.43,Clothing,Standard,Credit Card,Central,Yes,318.24
802,39.68,,49.70006354,23,3.01,25.11,3.55,Sports,Overnight,PayPal,West,Yes,113
803,51.92,4,39.57726254,19,4.39,47.55,15.12,Sports,Overnight,PayPal,Central,Yes,108.58
804,40.75,3,52.221363,7,4.45,25.25,4.07,Sports,Express,PayPal,South,No,208.05
805,41.31,,40.12630881,16,3.46,23.59,14.92,Sports,Express,Debit Card,West,Yes,301.03
806,43.82,1,15.5251109,23,4.71,22.46,5.99,Sports,Standard,UPI,North,Yes,196.23
807,54.44,2,-2.812705099,,3,16.74,32.21,Clothing,Overnight,Credit Card,East,Yes,285.67
808,40.43,2,37.23213143,24,4.56,26.69,0.67,Home,Standard,PayPal,South,Yes,155.6
809,75.12,1,31.791103,23,2.82,22.63,19.42,Sports,Standard,PayPal,West,No,264.87
810,32.11,6,20.34581391,28,2.11,1.84,4.46,Books,Express,Credit Card,North,No,484.61
811,46.26,2,9.490591255,20,4.67,13.02,0.02,Clothing,Express,Debit Card,East,No,132.5
812,41.21,5,23.9788518,29,2.55,10.66,48.82,Electronics,Express,PayPal,Central,No,334.33
813,78.94,7,32.08262773,14,3.01,43.37,26.72,Home,Overnight,Debit Card,West,Yes,212.62
814,53.93,200,44.98816736,14,2.32,29.94,2.5,Books,Express,Debit Card,Central,No,298.03
815,70.64,4,37.82946622,21,3.65,38.18,26.18,Sports,Overnight,Debit Card,South,Yes,131.92
816,20.29,3,59.12100871,18,4.98,47.84,22.7,Clothing,Standard,PayPal,East,No,148.46
817,55.34,4,19.46593916,20,1.1,32.2,15.39,Clothing,Overnight,PayPal,East,No,635.84
818,67.79,1,48.21588338,14,4.6,49.13,13.04,Sports,Express,Credit Card,Central,Yes,80.9
819,51.65,2,35.70948115,10,1.02,15.59,52.34,Books,Overnight,Credit Card,Central,Yes,220.32
820,71.31,4,45.42003686,19,2.46,9.31,6.75,Clothing,Overnight,Debit Card,South,No,312.86
821,39.65,1,28.45227705,21,1.67,20.17,12.19,Home,Express,PayPal,North,Yes,240.45
822,78.19,4,51.07520561,24,4.03,23.54,9.58,Books,Express,Debit Card,West,Yes,73.33
823,95.98,6,39.42837138,,1.2,44.77,35.4,Sports,Standard,Credit Card,North,Yes,81.16
824,42.74,3,24.80832523,26,3.21,28,59.58,Books,Overnight,Debit Card,East,No,263.42
825,41.09,1,34.81963957,21,2.18,14.61,45.5,Books,Standard,UPI,West,No,220.3
826,79.07,2,31.40666212,20,1.53,37.13,38.35,Electronics,Standard,Debit Card,South,No,298.48
827,81.59,4,42.33767526,26,4.09,25.29,103.84,Sports,Overnight,PayPal,North,No,431.37
828,39.54,3,17.30334876,18,1.87,8.11,28.67,Home,Standard,Debit Card,North,Yes,359.62
829,41.6,1,,19,1.89,28.84,33.37,Sports,Overnight,Debit Card,West,Yes,327.84
830,44.36,7,40.92960879,19,2.1,45.57,97.51,Electronics,Standard,PayPal,South,Yes,228.18
831,23.11,2,35.49534961,16,3.35,42.13,0.17,Sports,Standard,UPI,South,Yes,53.87
832,31.63,5,55.20411867,21,3.64,29.34,24.13,Sports,Overnight,PayPal,North,No,55.21
833,29.92,6,46.61034161,23,1.07,18.85,32.24,Home,Express,Credit Card,North,Yes,177.5
